counterpart_name,entity_name,category,value,value_annotation
Belgium,Angola,bilateral,0.0,US$0
United Arab Emirates,Angola,private,227211585.6,US$227.2 million
India,Angola,bilateral,2500000.0,US$2.5 million
France,Angola,bilateral,249162503.7,US$249.2 million
France,Angola,private,232639301.3,US$232.6 million
United Kingdom,Angola,private,3900336202.5,US$3.9 billion
Japan,Angola,private,195688000.3,US$195.7 million
Israel,Angola,private,2731933000.0,US$2.7 billion
China,Angola,bilateral,2596005403.6,US$2.6 billion
Poland,Angola,bilateral,53583677.8,US$53.6 million
Ireland,Angola,private,657681000.0,US$657.7 million
Japan,Angola,bilateral,265015376.9,US$265.0 million
African Export-Import Bank,Angola,multilateral,116254808.6,US$116.3 million
Spain,Angola,private,707782446.6,US$707.8 million
Bondholders,Angola,private,11042413000.0,US$11.0 billion
World Bank-IBRD                         ,Angola,multilateral,4491170000.0,US$4.5 billion
European Investment Bank,Angola,multilateral,4196117.1,US$4.2 million
OPEC Fund for International Dev.,Angola,multilateral,506000.0,"US$506,000"
China,Angola,private,11805826000.0,US$11.8 billion
"Germany, Fed. Rep. of",Angola,private,656717517.2,US$656.7 million
Spain,Angola,bilateral,15175000.0,US$15.2 million
Austria,Angola,private,149829280.1,US$149.8 million
African Dev. Bank         ,Angola,multilateral,1295689052.5,US$1.3 billion
United Arab Emirates,Argentina,bilateral,65053778.1,US$65.1 million
Central American Bank for Econ. Integration (BCIE),Argentina,multilateral,736018000.0,US$736.0 million
Netherlands,Argentina,bilateral,97430119.8,US$97.4 million
China,Argentina,bilateral,5238433000.0,US$5.2 billion
World Bank-IBRD                         ,Argentina,multilateral,10737718000.0,US$10.7 billion
"Germany, Fed. Rep. of",Argentina,bilateral,417895447.2,US$417.9 million
Japan,Argentina,bilateral,218455154.8,US$218.5 million
"Germany, Fed. Rep. of",Argentina,private,22734248.7,US$22.7 million
Russian Federation,Argentina,private,7816000.0,US$7.8 million
Honduras,Argentina,private,22059000.0,US$22.1 million
Kuwait,Argentina,bilateral,95288196.1,US$95.3 million
Plata Basin Financial Dev. Fund,Argentina,multilateral,643729000.0,US$643.7 million
Brazil,Argentina,bilateral,26279000.0,US$26.3 million
Corporacion Andina de Fomento,Argentina,multilateral,4800426000.0,US$4.8 billion
Australia,Argentina,private,0.0,US$0
United Kingdom,Argentina,bilateral,10365000.0,US$10.4 million
France,Argentina,bilateral,78370498.3,US$78.4 million
France,Argentina,private,143247687.6,US$143.2 million
Israel,Argentina,bilateral,518000.0,"US$518,000"
Denmark,Argentina,bilateral,1926000.0,US$1.9 million
Spain,Argentina,private,104878897.4,US$104.9 million
Canada,Argentina,bilateral,26099000.0,US$26.1 million
Spain,Argentina,bilateral,101298922.2,US$101.3 million
European Investment Bank,Argentina,multilateral,228971000.0,US$229.0 million
OPEC Fund for International Dev.,Argentina,multilateral,145968000.0,US$146.0 million
Bondholders,Argentina,private,68693386526.9,US$68.7 billion
Sweden,Argentina,bilateral,2324000.0,US$2.3 million
Finland,Argentina,private,1332000.0,US$1.3 million
Italy,Argentina,bilateral,136923773.3,US$136.9 million
Inter-American Dev. Bank      ,Argentina,multilateral,17572667000.0,US$17.6 billion
Hong Kong,Argentina,private,9866000.0,US$9.9 million
United States,Argentina,bilateral,93583000.0,US$93.6 million
Switzerland,Argentina,bilateral,77059083.9,US$77.1 million
International Fund for Agricultural Dev.,Argentina,multilateral,40440706.6,US$40.4 million
Austria,Argentina,bilateral,8322627.9,US$8.3 million
Belgium,Argentina,bilateral,1603022.7,US$1.6 million
World Bank-IDA                         ,Armenia,multilateral,648662000.0,US$648.7 million
Japan,Armenia,bilateral,121289498.8,US$121.3 million
European Bank for Reconstruction and Dev. (EBRD),Armenia,multilateral,40369374.5,US$40.4 million
Eurasian Development Bank,Armenia,multilateral,380096000.0,US$380.1 million
World Bank-IBRD                         ,Armenia,multilateral,1074773000.0,US$1.1 billion
China,Armenia,bilateral,14906839.1,US$14.9 million
International Fund for Agricultural Dev.,Armenia,multilateral,47037527.8,US$47.0 million
United States,Armenia,private,3402746.1,US$3.4 million
Russian Federation,Armenia,bilateral,239332000.0,US$239.3 million
Bondholders,Armenia,private,1563166000.0,US$1.6 billion
OPEC Fund for International Dev.,Armenia,multilateral,134387000.0,US$134.4 million
Belgium,Armenia,private,508022.1,"US$508,022"
European Investment Bank,Armenia,multilateral,227650104.9,US$227.7 million
United States,Armenia,bilateral,5175000.0,US$5.2 million
"Germany, Fed. Rep. of",Armenia,bilateral,461443018.5,US$461.4 million
United Arab Emirates,Armenia,bilateral,1543090.5,US$1.5 million
Asian Dev. Bank   ,Armenia,multilateral,966680000.0,US$966.7 million
France,Armenia,bilateral,282313802.7,US$282.3 million
European Social Fund (ESF),Armenia,multilateral,67528500.0,US$67.5 million
France,Armenia,private,18693966.6,US$18.7 million
Austria,Armenia,private,15263518.8,US$15.3 million
United Kingdom,Azerbaijan,private,349666000.0,US$349.7 million
France,Azerbaijan,private,16570455.0,US$16.6 million
World Bank-IDA                         ,Azerbaijan,multilateral,132895000.0,US$132.9 million
Kuwait,Azerbaijan,bilateral,0.0,US$0
Switzerland,Azerbaijan,private,95598583.8,US$95.6 million
International Fund for Agricultural Dev.,Azerbaijan,multilateral,35969337.2,US$36.0 million
Asian Infrastructure Investment Bank,Azerbaijan,multilateral,620860000.0,US$620.9 million
Islamic Dev. Bank,Azerbaijan,multilateral,323306799.5,US$323.3 million
Russian Federation,Azerbaijan,bilateral,0.0,US$0
France,Azerbaijan,bilateral,261386201.1,US$261.4 million
"Germany, Fed. Rep. of",Azerbaijan,bilateral,51175175.1,US$51.2 million
"Korea, Republic of",Azerbaijan,bilateral,63254000.0,US$63.3 million
Bondholders,Azerbaijan,private,2300000000.0,US$2.3 billion
United Arab Emirates,Azerbaijan,bilateral,4956569.1,US$5.0 million
World Bank-IBRD                         ,Azerbaijan,multilateral,1032787000.0,US$1.0 billion
OPEC Fund for International Dev.,Azerbaijan,multilateral,715802.1,"US$715,802"
Asian Dev. Bank   ,Azerbaijan,multilateral,2049012000.0,US$2.0 billion
European Bank for Reconstruction and Dev. (EBRD),Azerbaijan,multilateral,629709397.5,US$629.7 million
Saudi Arabia,Azerbaijan,bilateral,21948000.0,US$21.9 million
Japan,Azerbaijan,bilateral,397969996.9,US$398.0 million
"Germany, Fed. Rep. of",Azerbaijan,private,38871000.0,US$38.9 million
Multiple Lenders,Azerbaijan,private,1049124853.8,US$1.0 billion
United Arab Emirates,Bangladesh,bilateral,27568958.5,US$27.6 million
Multiple Lenders,Bangladesh,private,5568510000.0,US$5.6 billion
Russian Federation,Bangladesh,bilateral,7838630000.0,US$7.8 billion
Belarus,Bangladesh,bilateral,24322000.0,US$24.3 million
Kuwait,Bangladesh,bilateral,166627699.3,US$166.6 million
Japan,Bangladesh,bilateral,11667322055.3,US$11.7 billion
World Bank-IDA                         ,Bangladesh,multilateral,20730695000.0,US$20.7 billion
"Germany, Fed. Rep. of",Bangladesh,bilateral,152030548.2,US$152.0 million
Nordic Development Fund,Bangladesh,multilateral,26875830.1,US$26.9 million
Multiple Lenders,Bangladesh,multilateral,13146000.0,US$13.1 million
Islamic Dev. Bank,Bangladesh,multilateral,736884844.8,US$736.9 million
China,Bangladesh,bilateral,6629628481.1,US$6.6 billion
OPEC Fund for International Dev.,Bangladesh,multilateral,270764000.0,US$270.8 million
Bondholders,Bangladesh,private,770440000.0,US$770.4 million
Saudi Arabia,Bangladesh,bilateral,120841333.2,US$120.8 million
France,Bangladesh,bilateral,865127352.6,US$865.1 million
Denmark,Bangladesh,private,0.0,US$0
International Fund for Agricultural Dev.,Bangladesh,multilateral,620460948.7,US$620.5 million
European Investment Bank,Bangladesh,multilateral,236453640.0,US$236.5 million
Asian Dev. Bank   ,Bangladesh,multilateral,16267939000.0,US$16.3 billion
India,Bangladesh,bilateral,1553179000.0,US$1.6 billion
"Korea, Republic of",Bangladesh,bilateral,974573186.4,US$974.6 million
Switzerland,Bangladesh,bilateral,0.0,US$0
Asian Infrastructure Investment Bank,Bangladesh,multilateral,2319659737.0,US$2.3 billion
OPEC Fund for International Dev.,Belarus,multilateral,20000000.0,US$20 million
China,Belarus,bilateral,2757275569.3,US$2.8 billion
Eurasian Development Bank,Belarus,multilateral,1734181164.4,US$1.7 billion
European Bank for Reconstruction and Dev. (EBRD),Belarus,multilateral,349527819.1,US$349.5 million
World Bank-IBRD                         ,Belarus,multilateral,975447000.0,US$975.4 million
Bondholders,Belarus,private,2683241591.6,US$2.7 billion
Nordic Investment Bank,Belarus,multilateral,7245441.9,US$7.2 million
"Germany, Fed. Rep. of",Belarus,private,0.0,US$0
Russian Federation,Belarus,bilateral,7624706949.8,US$7.6 billion
Kuwait,Belarus,bilateral,19115657.4,US$19.1 million
European Investment Bank,Belarus,multilateral,137257042.7,US$137.3 million
United Arab Emirates,Belarus,bilateral,16402449.0,US$16.4 million
United States,Belarus,bilateral,826500.0,"US$826,500"
World Bank-IBRD                         ,Belize,multilateral,40552000.0,US$40.6 million
Kuwait,Belize,bilateral,20880013.0,US$20.9 million
Bondholders,Belize,private,6616000.0,US$6.6 million
International Fund for Agricultural Dev.,Belize,multilateral,2720255.1,US$2.7 million
Saudi Arabia,Belize,bilateral,0.0,US$0
European Development Fund (EDF),Belize,multilateral,1711068.3,US$1.7 million
OPEC Fund for International Dev.,Belize,multilateral,92609000.0,US$92.6 million
United States,Belize,private,364000000.0,US$364 million
Caribbean Dev. Bank,Belize,multilateral,226069000.0,US$226.1 million
Inter-American Dev. Bank      ,Belize,multilateral,160474000.0,US$160.5 million
Central American Bank for Econ. Integration (BCIE),Belize,multilateral,13160000.0,US$13.2 million
Caribbean Community (CARICOM),Belize,multilateral,2555000.0,US$2.6 million
Multiple Lenders,Belize,private,22143000.0,US$22.1 million
Multiple Lenders,Belize,bilateral,229590000.0,US$229.6 million
"Venezuela, Republic Bolivarian",Belize,bilateral,215339000.0,US$215.3 million
European Investment Bank,Belize,multilateral,500000.0,"US$500,000"
Economic Community of West African States (ECOWAS),Benin,multilateral,73007109.3,US$73.0 million
World Bank-IDA                         ,Benin,multilateral,2317489000.0,US$2.3 billion
Netherlands,Benin,private,112215744.6,US$112.2 million
Islamic Dev. Bank,Benin,multilateral,369926451.2,US$369.9 million
India,Benin,bilateral,13322000.0,US$13.3 million
African Dev. Bank         ,Benin,multilateral,606395215.7,US$606.4 million
Arab Bank for Economic Dev. in Africa (BADEA),Benin,multilateral,91756000.0,US$91.8 million
United Kingdom,Benin,bilateral,82734879.3,US$82.7 million
United Kingdom,Benin,private,159612440.4,US$159.6 million
Japan,Benin,private,0.0,US$0
European Investment Bank,Benin,multilateral,137221028.7,US$137.2 million
International Fund for Agricultural Dev.,Benin,multilateral,79858570.5,US$79.9 million
Denmark,Benin,bilateral,0.0,US$0
France,Benin,bilateral,331342610.4,US$331.3 million
France,Benin,private,601398432.0,US$601.4 million
Saudi Arabia,Benin,bilateral,79505908.3,US$79.5 million
Bondholders,Benin,private,2222489680.8,US$2.2 billion
Norway,Benin,bilateral,11723986.5,US$11.7 million
Japan,Benin,bilateral,6025620.0,US$6.0 million
OPEC Fund for International Dev.,Benin,multilateral,46653000.0,US$46.7 million
Brazil,Benin,bilateral,153185000.0,US$153.2 million
United Arab Emirates,Benin,bilateral,296800.5,"US$296,800"
Kuwait,Benin,bilateral,36567624.5,US$36.6 million
"Germany, Fed. Rep. of",Benin,private,691850260.5,US$691.9 million
Nordic Development Fund,Benin,multilateral,12569651.1,US$12.6 million
West African Development Bank - BOAD,Benin,multilateral,317749024.5,US$317.7 million
China,Benin,bilateral,293856587.1,US$293.9 million
China,Benin,private,71765134.2,US$71.8 million
Austria,Bhutan,private,2039360.7,US$2.0 million
World Bank-IDA                         ,Bhutan,multilateral,419599000.0,US$419.6 million
India,Bhutan,bilateral,2234237957.6,US$2.2 billion
Austria,Bhutan,bilateral,2584783.2,US$2.6 million
Japan,Bhutan,bilateral,88349824.5,US$88.3 million
South Asian Development Fund (SADF),Bhutan,multilateral,7222000.0,US$7.2 million
Asian Dev. Bank   ,Bhutan,multilateral,532399000.0,US$532.4 million
International Fund for Agricultural Dev.,Bhutan,multilateral,36486973.6,US$36.5 million
Inter-American Dev. Bank      ,Bolivia,multilateral,4287810000.0,US$4.3 billion
European Investment Bank,Bolivia,multilateral,111514000.0,US$111.5 million
World Bank-IBRD                         ,Bolivia,multilateral,925767000.0,US$925.8 million
Plata Basin Financial Dev. Fund,Bolivia,multilateral,434009000.0,US$434.0 million
Denmark,Bolivia,private,60414112.8,US$60.4 million
Spain,Bolivia,bilateral,5038000.0,US$5.0 million
France,Bolivia,bilateral,646342284.9,US$646.3 million
France,Bolivia,private,362576.1,"US$362,576"
China,Bolivia,bilateral,1286820081.0,US$1.3 billion
Bondholders,Bolivia,private,1850000000.0,US$1.9 billion
International Fund for Agricultural Dev.,Bolivia,multilateral,62546245.1,US$62.5 million
"Korea, Republic of",Bolivia,bilateral,32346000.0,US$32.3 million
Italy,Bolivia,bilateral,9928767.3,US$9.9 million
Corporacion Andina de Fomento,Bolivia,multilateral,2693237000.0,US$2.7 billion
"Venezuela, Republic Bolivarian",Bolivia,bilateral,481000.0,"US$481,000"
World Bank-IDA                         ,Bolivia,multilateral,700044000.0,US$700.0 million
