counterpart_name,entity_name,category,value
United States,Low income,bilateral,1058803978.2
Israel,Low income,commercial banks,179332169.2
Belgium,Low income,bilateral,213749029.1
Pakistan,Low income,bilateral,12189000.0
Kuwait,Low income,bilateral,2432198881.6
United States,Low income,commercial banks,1742304190.8
Asian Dev. Bank   ,Low income,multilateral,491072000.0
Belgium,Low income,commercial banks,10290304.5
Togo,Low income,commercial banks,46533412.7
Egypt,Low income,other private,82000.0
Uganda,Low income,other private,681000.0
African Export-Import Bank,Low income,multilateral,503015000.0
France,Low income,bilateral,2087418099.5
Nordic Development Fund,Low income,multilateral,117809622.8
Namibia,Low income,bilateral,1146769.0
"Congo, Rep.",Low income,bilateral,89167790.3
International Fund for Agricultural Dev.,Low income,multilateral,2150806377.0
Turkiye,Low income,bilateral,190978154.7
Arab Towns Organization (ATO),Low income,multilateral,207825.9
"Venezuela, Republic Bolivarian",Low income,bilateral,18749000.0
Bondholders,Low income,bonds,3900291000.0
Islamic Dev. Bank,Low income,multilateral,3430719289.8
Netherlands,Low income,bilateral,71504003.0
Netherlands,Low income,commercial banks,36596592.2
United Arab Emirates,Low income,commercial banks,75133000.0
West African Development Bank - BOAD,Low income,multilateral,1615995766.2
Algeria,Low income,bilateral,157641377.3
Equatorial Guinea,Low income,bilateral,28508271.1
Cameroon,Low income,bilateral,22626089.9
Canada,Low income,bilateral,9285000.0
Arab Bank for Economic Dev. in Africa (BADEA),Low income,multilateral,1208767385.8
Libya,Low income,bilateral,968181714.2
Economic Community of West African States (ECOWAS),Low income,multilateral,187831813.6
Sweden,Low income,other private,85230000.0
Multiple Lenders,Low income,bilateral,4148660000.0
Arab Monetary Fund,Low income,multilateral,864911731.6
European Investment Bank,Low income,multilateral,1795258151.8
Multiple Lenders,Low income,other private,2493897000.0
Norway,Low income,bilateral,19954889.8
Nordic Investment Bank,Low income,multilateral,11840238.3
Nigeria,Low income,bilateral,9000000.0
International Bank for Economic Cooperation (IBEC),Low income,multilateral,0.0
Benin,Low income,bilateral,68245.6
France,Low income,other private,54876643.8
France,Low income,commercial banks,466749441.5
Argentina,Low income,bilateral,10408000.0
Multiple Lenders,Low income,commercial banks,1018428000.0
Asian Infrastructure Investment Bank,Low income,multilateral,101110942.5
Angola,Low income,bilateral,228203000.0
Senegal,Low income,bilateral,240.7
Greece,Low income,other private,446000.0
South Africa,Low income,commercial banks,735257000.0
Qatar,Low income,bilateral,41617500.0
Serbia,Low income,bilateral,163218000.0
Japan,Low income,commercial banks,350290591.3
Chad,Low income,bilateral,372.2
European Economic Community (EEC),Low income,multilateral,584900.7
Hungary,Low income,bilateral,16976000.0
Romania,Low income,bilateral,133482000.0
Romania,Low income,other private,6450000.0
"Germany, Fed. Rep. of",Low income,commercial banks,158572433.3
"Germany, Fed. Rep. of",Low income,bilateral,409091326.8
Central Bank of West African States (BCEAO),Low income,multilateral,170167983.0
Italy,Low income,other private,148623.5
Spain,Low income,bilateral,128649354.8
Italy,Low income,commercial banks,353226000.0
Italy,Low income,bilateral,696922729.6
China,Low income,bilateral,17070658343.5
China,Low income,commercial banks,214152000.0
Serbia,Low income,other private,4005000.0
China,Low income,other private,1185686000.0
Denmark,Low income,commercial banks,123956353.5
Serbia,Low income,commercial banks,1179000.0
Czechia,Low income,bilateral,25424279.9
Russian Federation,Low income,other private,252000.0
Denmark,Low income,bilateral,62758551.8
Russian Federation,Low income,bilateral,2708311364.4
Bahamas,Low income,commercial banks,750000.0
Japan,Low income,bilateral,1660520225.1
Greece,Low income,bilateral,2032000.0
Portugal,Low income,commercial banks,67095625.0
World Bank-IDA                         ,Low income,multilateral,44199424000.0
Portugal,Low income,bilateral,381032987.9
European Development Fund (EDF),Low income,multilateral,1606139.4
Saudi Arabia,Low income,commercial banks,16560000.0
Saudi Arabia,Low income,other private,2500000.0
African Dev. Bank         ,Low income,multilateral,10213846778.3
Austria,Low income,bilateral,203275329.6
Austria,Low income,commercial banks,52574573.4
Austria,Low income,other private,1229000.0
Croatia,Low income,bilateral,39903000.0
Saudi Arabia,Low income,bilateral,4651639477.3
Poland,Low income,bilateral,119047000.0
Dev. Bank of the Central African States (BDEAC),Low income,multilateral,282986659.3
Italy,Lower middle income,bilateral,1429097710.5
Morocco,Lower middle income,bilateral,7000000.0
United States,Lower middle income,other private,410790000.0
Bulgaria,Lower middle income,bilateral,8003000.0
Arab Fund for Economic & Social Development,Lower middle income,multilateral,6487259891.2
Central American Bank for Econ. Integration (BCIE),Lower middle income,multilateral,4195095206.3
United Kingdom,Lower middle income,bilateral,497198646.7
United Kingdom,Lower middle income,commercial banks,19008947784.4
Eastern & Southern African Trade & Dev. Bank (TDB),Lower middle income,multilateral,1939965391.9
Luxembourg,Lower middle income,commercial banks,113205000.0
Economic Community of West African States (ECOWAS),Lower middle income,multilateral,555025158.3
Italy,Lower middle income,commercial banks,1641569992.5
Luxembourg,Lower middle income,other private,30763906.8
Kuwait,Lower middle income,bilateral,8809410112.9
China,Lower middle income,other private,1693478538.5
China,Lower middle income,bilateral,97656594548.2
Austria,Lower middle income,bilateral,115358417.1
Honduras,Lower middle income,bilateral,118637000.0
European Social Fund (ESF),Lower middle income,multilateral,519450000.0
Islamic Dev. Bank,Lower middle income,multilateral,10968284590.4
Finland,Lower middle income,other private,5667000.0
Czechia,Lower middle income,commercial banks,244617316.2
Russian Federation,Lower middle income,bilateral,19528903424.4
Singapore,Lower middle income,commercial banks,7608436627.2
United States,Lower middle income,commercial banks,4063822739.1
Nigeria,Lower middle income,bilateral,2293290.3
Arab Monetary Fund,Lower middle income,multilateral,1809818129.5
Asian Infrastructure Investment Bank,Lower middle income,multilateral,14689572985.8
Brazil,Lower middle income,commercial banks,120421000.0
Singapore,Lower middle income,other private,27540000.0
New Development Bank (NDB),Lower middle income,multilateral,4484906000.0
United States,Lower middle income,bilateral,1445690000.0
Eurasian Development Bank,Lower middle income,multilateral,365614000.0
China,Lower middle income,commercial banks,18576127486.2
Russian Federation,Lower middle income,commercial banks,390159932.6
Equatorial Guinea,Lower middle income,bilateral,1583792.8
Egypt,Lower middle income,other private,76550000.0
"Germany, Fed. Rep. of",Lower middle income,bilateral,15442233134.9
Algeria,Lower middle income,bilateral,630061000.0
South Africa,Lower middle income,other private,6096000.0
International Fund for Agricultural Dev.,Lower middle income,multilateral,4666376407.3
Brazil,Lower middle income,bilateral,340639000.0
Serbia,Lower middle income,bilateral,307546000.0
"Iran, Islamic Republic Of",Lower middle income,bilateral,175698654.0
Liberia,Lower middle income,commercial banks,807395.3
United Arab Emirates,Lower middle income,other private,294582926.2
South Asian Development Fund (SADF),Lower middle income,multilateral,7222000.0
South Africa,Lower middle income,commercial banks,1979615558.4
Serbia,Lower middle income,other private,55807214.9
South Africa,Lower middle income,bilateral,600669489.3
Multiple Lenders,Lower middle income,other private,100000000.0
Multiple Lenders,Lower middle income,multilateral,184831000.0
Multiple Lenders,Lower middle income,commercial banks,34114298011.6
Multiple Lenders,Lower middle income,bilateral,8475230000.0
Ireland,Lower middle income,commercial banks,794000000.0
United Kingdom,Lower middle income,other private,173210930.0
Serbia,Lower middle income,commercial banks,200000000.0
Saudi Arabia,Lower middle income,bilateral,15039572095.4
Libya,Lower middle income,bilateral,139990818.5
"Venezuela, Republic Bolivarian",Lower middle income,bilateral,148782000.0
Ireland,Lower middle income,other private,32361471.6
Egypt,Lower middle income,bilateral,187736000.0
Italy,Lower middle income,other private,110959806.5
West African Development Bank - BOAD,Lower middle income,multilateral,1222284567.8
"Germany, Fed. Rep. of",Lower middle income,commercial banks,3680937399.3
"Germany, Fed. Rep. of",Lower middle income,other private,199576845.6
United Arab Emirates,Lower middle income,bilateral,703112951.7
Morocco,Lower middle income,commercial banks,0.0
United Arab Emirates,Lower middle income,commercial banks,5102006473.9
Austria,Lower middle income,other private,190118.7
Netherlands,Lower middle income,commercial banks,1567924523.1
Netherlands,Lower middle income,bilateral,191606404.8
Australia,Lower middle income,bilateral,1841385305.4
Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,commercial banks,0.0
Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,multilateral,1002182988.5
Australia,Lower middle income,commercial banks,0.0
Australia,Lower middle income,other private,18074000.0
Bondholders,Lower middle income,bonds,310031352307.3
Viet Nam,Lower middle income,bilateral,121641000.0
Japan,Lower middle income,bilateral,76912685244.1
Netherlands,Lower middle income,other private,178304268.8
World Bank-IDA                         ,Lower middle income,multilateral,152895600000.0
Portugal,Lower middle income,other private,32501899.2
Belgium,Lower middle income,other private,9700209.3
Switzerland,Lower middle income,commercial banks,349202311.8
Switzerland,Lower middle income,other private,16252489.5
World Trade Organization,Lower middle income,multilateral,39166530.0
Malaysia,Lower middle income,commercial banks,50000000.0
Malaysia,Lower middle income,bilateral,42000000.0
Hungary,Lower middle income,other private,5783000.0
"Korea, Republic of",Lower middle income,bilateral,7130529856.3
"Korea, Republic of",Lower middle income,other private,5146859.2
Islamic Solidarity Fund for Dev. (ISFD),Lower middle income,multilateral,18718516.0
OPEC Fund for International Dev.,Lower middle income,multilateral,2900555131.6
Angola,Lower middle income,bilateral,172275000.0
Qatar,Lower middle income,bilateral,49982000.0
"Cote D`Ivoire, Republic Of",Lower middle income,commercial banks,622562134.9
"Congo, Rep.",Lower middle income,bilateral,0.0
Qatar,Lower middle income,commercial banks,240000000.0
European Union,Lower middle income,multilateral,2924503500.0
European Bank for Reconstruction and Dev. (EBRD),Lower middle income,multilateral,3524663378.9
Thailand,Lower middle income,bilateral,757776063.4
Thailand,Lower middle income,commercial banks,12647000.0
Thailand,Lower middle income,other private,0.0
European Economic Community (EEC),Lower middle income,multilateral,22095849.9
